Nome;Tipo de Produto;Data de vencimento;Prazo até o vencimento;PL;SR;JR;Carteira;Caixa Livre;Fundo de Reserva;R.G.;Saldo em Aplicações;I.S.;I.S. (Tranche);% de Atraso;% de PDD;Rentabilidade Média Ativos %;Desenquadramentos;Próximo Pagamento;Originador;Emissor;Tipo de Oferta Sênior;Tipos de Ativos;Status do Pool
DS Pool #1;Pool;17/08/2025;54.0;R$ 364.711,81;R$ 349.209,75;R$ 15.502,06;R$ 495.180,89;R$ 0,00;R$ 2.500,00;R$ 1,42;R$ 0,00;4,3%;20,0%;135,8%;130.558,6%;3,5%;Concentração máx por sacado, Nível crítico de Subordinação da tranche Sênior;17/08/2025;DS SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
a55 Pool #2;Pool;13/09/2025;81.0;R$ 220.772,74;R$ 144.031,11;R$ 76.741,62;R$ 471.646,18;R$ 124.497,08;R$ 5.000,00;R$ 3,27;R$ 0,00;34,8%;20,0%;213,6%;268.727,9%;4,7%;Concentração máx por sacado, Concentração máx por cedente em percentual, Inadimplência percentual máxima da carteira;12/09/2025;a55 Consultoria em Credito Ltda.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
Pool M2 #1;Pool;19/10/2025;117.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;;;;0,0%;;;;AMFI CONSULTING LTDA;;;;
Teddy Hub Pool 1;Pool;30/10/2025;128.0;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R$ 0,00;;20,0%;;0,0%;;;10/11/2025;TEDDY HUB DIGITAL LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Dinie Pool #2;Pool;30/11/2025;159.0;R$ 929.585,75;R$ 716.579,00;R$ 213.006,74;R$ 951.932,54;R$ 5.333,63;R$ 6.000,00;R$ 1,43;R$ 0,00;22,9%;20,0%;10,1%;33.220,2%;12,6%;Concentração máx por sacado;31/07/2025;DINIE CORRESPONDENTE BANCÁRIO E MEIOS DE PAGAMENTOS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
UnionNational Pool #4;Pool;25/12/2025;184.0;R$ 1.145.289,03;R$ 885.209,70;R$ 260.079,33;R$ 1.091.377,92;R$ 43.911,11;R$ 10.000,00;R$ 1,25;R$ 0,00;22,7%;20,0%;;0,0%;2,1%;;25/12/2025;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Pública;Duplicata;Captação finalizada
MMK Private;Pool;31/12/2025;190.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;100,0%;1,0%;;0,0%;;;;MMK Partners;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;CCB / Nota Comercial;Produto Encerrado
LC Investe Pool #2;Pool;31/01/2026;221.0;R$ 979.030,41;R$ 824.631,11;R$ 154.399,30;R$ 833.848,86;R$ 0,00;R$ 4.500,00;R$ 1,15;R$ 66.577,98;15,8%;10,0%;;0,0%;2,2%;Concentração máx por sacado;05/01/2026;LC Investe LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Ativo Judicial;Captação finalizada
Up Vendas #1;Pool;01/02/2026;222.0;R$ 1.512.074,70;R$ 0,01;R$ 1.512.074,69;R$ 915.297,05;R$ 596.777,65;;R$ 99.856.793,17;R$ 0,00;100,0%;20,0%;8,7%;0,0%;1,7%;;;Up Vendas;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
SuperSim Pool #1;Pool;27/02/2026;248.0;R$ 16.002.232,22;R$ 6.913.579,72;R$ 9.088.652,50;R$ 17.161.281,73;R$ 1.922.811,54;R$ 100.000,00;R$ 2,86;R$ 1.818.651,67;56,8%;35,0%;44,7%;4.726.596,9%;41,9%;;27/01/2026;SUPERSIM ANÁLISE DE DADOS E CORRESPONDENTE BANCÁRIO LTDA;;Oferta Privada;CCB;Captação finalizada
Mooney Pool #1;Pool;07/03/2026;256.0;R$ 7.285,66;R$ 0,01;R$ 7.285,65;R$ 69.945,81;R$ 2.285,66;R$ 5.000,00;R$ 9.334.834,40;R$ 0,00;100,0%;15,0%;960,1%;69.945,8%;8,8%;;06/09/2025;Mooney S.A. Companhia Securitizadora;;Oferta Pública;Duplicata;Produto Encerrado
UnionNational Pool #3;Pool;18/06/2026;359.0;R$ 886.601,03;R$ 662.875,61;R$ 223.725,41;R$ 816.318,45;R$ 60.282,58;R$ 10.000,00;R$ 1,25;R$ 0,00;25,2%;20,0%;;0,0%;2,1%;;18/06/2026;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Pública;Duplicata;Captação finalizada
BMDC Pool #1;Pool;22/08/2026;424.0;R$ 1.157.123,88;R$ 910.875,77;R$ 246.248,11;R$ 1.127.533,70;R$ 20.590,18;R$ 9.000,00;R$ 1,45;R$ 0,00;21,3%;20,0%;;0,0%;2,1%;Concentração máx por sacado;22/09/2025;BMDC SECURITIZADORA SA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
Formento Pool #1;Pool;15/09/2026;448.0;R$ 0,01;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,00;R$ 0,00;65,0%;20,0%;;0,0%;;Concentração máx por sacado;15/09/2026;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Produto Encerrado
Digcap Pool #3;Pool;03/10/2026;466.0;R$ 2.282.963,31;R$ 1.471.347,92;R$ 811.615,39;R$ 2.182.662,09;R$ 95.092,25;R$ 5.000,00;R$ 1,91;R$ 0,00;35,6%;15,0%;9,6%;0,0%;4,5%;;28/03/2026;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Pública;Ativo Judicial;Captação finalizada
Formento Pool #2;Pool;23/10/2026;486.0;R$ 2.216.438,58;R$ 1.734.207,07;R$ 482.231,51;R$ 2.209.482,51;R$ 8.546,09;R$ 3.333,33;R$ 1,32;R$ 0,00;21,8%;20,0%;3,8%;4.923,4%;2,4%;;23/10/2026;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
Pool Maralto #1;Pool;26/10/2026;489.0;R$ 87.249,33;R$ 90.647,88;R$ 0,00;R$ 0,00;R$ 107,70;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;;27/10/2026;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
Rhino Pool #1;Pool;26/10/2026;489.0;R$ 0,00;;;R$ 0,00;;R$ 2.700,00;;R$ 0,00;;20,0%;;0,0%;;;26/10/2026;Rhino Holding & Participacoes S.A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Cancelada
C4 Pool #1;Pool;27/10/2026;490.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;100,0%;40,0%;;0,0%;;;23/07/2025;C4 CAPITAL SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Produto Encerrado
DS Pool #2;Pool;11/11/2026;505.0;R$ 1.452.152,91;R$ 1.570.246,06;R$ 0,00;R$ 2.048.826,49;R$ 0,00;R$ 2.500,00;R$ 1,30;R$ 0,00;-8,1%;20,0%;141,1%;596.866,3%;3,2%;Concentração máx por sacado, Nível crítico de Subordinação da tranche Sênior;11/11/2026;DS SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
Zero Paralelo Pool #1;Pool;25/12/2026;549.0;R$ 68.900,80;R$ 0,00;R$ 0,00;R$ 0,00;R$ 896,67;R$ 0,00;;R$ 0,00;;0,0%;;0,0%;;;25/12/2026;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
E-ctare Pool #1;Pool;28/02/2027;614.0;R$ 11.048.085,61;R$ 8.663.689,70;R$ 2.384.395,91;R$ 6.235.200,87;R$ 4.954.826,77;R$ 25.000,00;R$ 0,84;R$ 0,00;21,6%;20,0%;7,4%;166.942,0%;1,8%;Percentual mínimo de garantias;28/06/2025;ECTARE PAY SERVICOS DE GESTAO DE PAGAMENTOS S/A,;;Oferta Privada;CPR / Duplicata;Captação finalizada
Credmei Pool #1;Pool;15/03/2027;629.0;R$ 22.336.254,88;R$ 17.929.907,28;R$ 4.406.347,60;R$ 19.141.503,97;R$ 0,00;R$ 0,00;R$ 1,10;R$ 0,00;19,7%;10,0%;5,1%;349.151,7%;3,0%;;13/04/2026;CREDMEI SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
Pool Nexo #1;Pool;26/03/2027;640.0;R$ 142.641,42;R$ 75.723,66;R$ 66.917,76;R$ 0,00;R$ 2.608,08;R$ 0,00;R$ 0,00;R$ 0,00;;5,0%;;0,0%;;;26/03/2027;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
a55 Cartão Pool #1;Pool;01/04/2027;646.0;R$ 12.486.694,11;R$ 0,00;R$ 12.486.694,11;R$ 12.412.735,47;R$ 73.539,76;R$ 0,00;;R$ 325,75;100,0%;1,0%;18,1%;0,0%;1,6%;;;A55 PAYMENTS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
Chronos Pool #1;Pool;14/06/2027;720.0;R$ 0,00;;;R$ 0,00;;R$ 25.000,00;;R$ 0,00;;25,0%;;0,0%;;;13/01/2027;CHRONOS SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Em captação
Faighus Pool #1;Pool;14/06/2027;720.0;R$ 1.367.528,16;R$ 1.005.117,82;R$ 362.410,34;R$ 438.660,16;R$ 903.868,00;R$ 25.000,00;R$ 0,47;R$ 0,00;26,5%;25,0%;;0,0%;5,9%;;13/07/2025;FAIGHUS SECURITIZADORA S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Blipay Pool #2;Pool;13/07/2027;749.0;R$ 1.329.871,30;R$ 943.337,21;R$ 386.534,09;R$ 2.381.525,78;R$ 366.517,75;R$ 25.000,00;R$ 2,97;R$ 0,00;29,1%;30,0%;111,9%;1.096.012,8%;35,7%;Nível crítico de Subordinação da tranche Sênior;13/02/2027;BLIPAY INTERMEDIACAO DE NEGOCIOS E TECNOLOGIA LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
Maralto Pool #2;Pool;06/08/2027;773.0;R$ 1.354.081,99;R$ 1.456.230,61;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;;06/08/2027;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / Nota Comercial / CPR / Duplicata / CCB / Ativo Judicial;Em captação
Credmei Pool #2;Pool;28/10/2027;856.0;R$ 23.447.907,64;R$ 20.504.153,63;R$ 2.943.754,01;R$ 22.261.929,61;R$ 0,00;R$ 0,00;R$ 1,12;R$ 0,00;12,6%;10,0%;8,7%;218.479,5%;2,8%;;14/10/2027;CREDMEI SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
AmFi Renda Mensal;Pool;19/11/2027;878.0;R$ 4.599.917,50;R$ 1.968.892,27;R$ 581.837,66;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,00;R$ 0,00;;25,0%;;0,0%;;;21/07/2025;AMFI CONSULTING LTDA;;Oferta Pública;CCB / Recebível de Cartão / Duplicata / Nota Comercial;Captação finalizada
B.Invest Pool #1;Pool;23/11/2027;882.0;R$ 45.363.409,18;R$ 37.933.822,61;R$ 5.759.071,45;R$ 38.916.181,53;R$ 6.303.422,30;R$ 18.000,00;R$ 1,07;R$ 215.767,95;16,4%;15,0%;3,7%;80.917,9%;3,1%;;21/12/2026;B.Invest Securitizadora de Créditos S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Em captação
Syntheo Pool #1;Pool;30/11/2027;889.0;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.225,00;;R$ 0,00;;30,0%;;0,0%;;;28/12/2026;SYNTHÉO SECURITIZADORA DE CRÉDITOS S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Cancelada
Formento Pool #4;Pool;02/12/2027;891.0;R$ 2.599.200,35;R$ 2.022.082,02;R$ 577.118,32;R$ 1.666.665,81;R$ 908.306,98;R$ 25.000,00;R$ 0,86;R$ 0,00;22,2%;20,0%;1,2%;772,4%;3,5%;Concentração máx por cedente em percentual;02/07/2025;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Em captação
Baru Pool #2;Pool;10/12/2027;899.0;R$ 6.727.288,31;R$ 5.027.241,25;R$ 1.700.047,06;R$ 6.631.791,19;R$ 70.516,93;R$ 25.000,00;R$ 1,69;R$ 0,00;25,2%;25,0%;0,1%;19,8%;1,9%;Concentração máx por sacado;10/07/2025;GRIFFIN CAPITAL S.A. SECURITIZADORA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;CCB;Captação finalizada
Poenatela Pool #1;Pool;03/01/2028;923.0;R$ 11.104.140,44;R$ 8.150.746,25;R$ 2.953.394,19;R$ 10.282.025,11;R$ 824.309,75;R$ 22.500,00;R$ 1,30;R$ 0,00;26,6%;20,0%;6,5%;24.694,4%;3,8%;;02/02/2027;RM2 SECURITIZADORA S.A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
UnionNational Pool #5;Pool;03/01/2028;923.0;R$ 9.705.182,95;R$ 7.592.885,52;R$ 2.112.297,43;R$ 9.240.966,53;R$ 436.019,04;R$ 30.000,00;R$ 1,24;R$ 0,00;21,8%;20,0%;1,5%;1.802,6%;2,1%;;02/02/2027;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Privada;Duplicata;Em captação
a55 Cartão Pool #2;Pool;14/02/2028;965.0;R$ 10.340.500,69;R$ 9.255.712,86;R$ 1.084.787,83;R$ 9.879.786,41;R$ 485.113,21;R$ 25.000,00;R$ 1,17;R$ 0,00;10,5%;10,0%;17,5%;49.398,9%;1,6%;;14/09/2027;A55 PAYMENTS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Em captação
Digcap Pool #4;Pool;14/02/2028;965.0;R$ 1.669.330,54;R$ 1.474.877,89;R$ 194.452,65;R$ 1.552.308,16;R$ 102.022,38;R$ 15.000,00;R$ 1,73;R$ 0,00;11,7%;10,0%;;0,0%;3,9%;Concentração máx por cedente em percentual;14/02/2028;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Pública;Ativo Judicial;Em captação
Formento Pool #3;Pool;01/03/2028;981.0;R$ 2.585.614,14;R$ 2.062.264,52;R$ 523.349,62;R$ 2.570.550,26;R$ 10.549,75;R$ 6.250,00;R$ 1,28;R$ 0,00;20,2%;20,0%;2,2%;1.735,9%;2,3%;;30/06/2025;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
AFA Pool #1;Pool;07/03/2028;987.0;R$ 27.073.405,65;R$ 21.037.094,48;R$ 2.331.242,30;R$ 4.413.565,75;R$ 2.130.496,63;R$ 30.000,00;R$ 0,21;R$ 20.500.351,16;22,3%;25,0%;0,1%;1.007,9%;2,7%;Concentração máx por sacado, Concentração máx por cedente em percentual;07/10/2026;AFA CONSULTORIA DE CREDITO UNIPESSOAL LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
LeCapital Pool #1;Pool;17/03/2028;997.0;R$ 8.670.450,04;R$ 6.492.111,98;R$ 2.178.338,06;R$ 2.865.775,09;R$ 1.446.563,32;R$ 30.000,00;R$ 0,45;R$ 4.328.111,63;25,1%;25,0%;10,2%;0,0%;3,9%;Concentração máx por sacado, Concentração máx por cedente em percentual;17/10/2026;LECAPITAL SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Up Vendas Pool #2;Pool;28/04/2028;1039.0;R$ 2.808.100,39;R$ 2.211.934,72;R$ 596.165,67;R$ 2.254.435,90;R$ 546.164,49;R$ 7.500,00;R$ 1,06;R$ 0,00;21,2%;20,0%;0,2%;0,0%;1,7%;;31/05/2027;Up Vendas;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Em captação
AmFi Renda Mensal #2;Pool;05/06/2028;1077.0;R$ 72.920,25;R$ 17.784,41;R$ 25.565,44;R$ 0,00;R$ 0,00;R$ 5.000,00;R$ 0,00;R$ 0,00;;25,0%;;0,0%;;;05/06/2028;AMFI CONSULTING LTDA;;Oferta Pública;Duplicata / CPR / Nota Comercial / CCB / Ativo Judicial;Em captação
 LC INVESTE Private;Pool;31/08/2028;1164.0;R$ 457,80;R$ 0,00;R$ 457,80;R$ 0,00;R$ 457,80;R$ 0,00;;R$ 0,00;100,0%;99,0%;;0,0%;;;;LC Investe LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Ativo Judicial;Captação finalizada
Pool Nexo #2;Pool;31/03/2029;1376.0;R$ 570.482,01;R$ 570.771,65;R$ 0,00;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;;31/03/2029;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Em captação
AmFi High Yield Pool #1;Pool;18/06/2029;1455.0;R$ 0,00;;;R$ 0,00;;R$ 1.500,00;;R$ 0,00;;;;0,0%;;;;AMFI CONSULTING LTDA;;;CCB / Ativo Judicial / Nota Comercial / Recebível de Cartão / CPR;
Brás Capital Bridge Loans #1;Pool;;;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;;;;0,0%;;;;(inoperante agent antigo pool inoperante) Brás Capital LTDA;;Oferta Privada;;
ABRL Stake Pool;Pool;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;R$ 0,00;;;;0,0%;;;;AMFI CONSULTING LTDA;;;CCB;
AmFi Alta Liquidez #2;Pool;;;R$ 3.032.105,86;R$ 1.742.093,74;R$ 418.625,86;R$ 0,00;R$ 97.174,47;R$ 0,00;R$ 0,00;R$ 0,00;;40,0%;;0,0%;;;;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Em captação
AmFi Alta Liquidez;Pool;;;R$ 4.915.684,95;R$ 2.146.224,24;R$ 1.032.053,95;R$ 0,00;R$ 174.768,76;R$ 0,00;R$ 0,00;R$ 0,00;;40,0%;;0,0%;;;;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / Nota Comercial / CCB / CPR / Ativo Judicial / Duplicata;Captação finalizada
